INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT
116,2,DAMAGE,24,0,9,9433,0,830
116,2,DAMAGE,20,2,7,6719,0,0
116,2,SUPPORT,20,21,5,5952,7756,1914
116,2,SUPPORT,23,19,7,7319,9882,0
117,1,TANK,16,3,8,16467,0,9202
117,1,DAMAGE,25,1,6,12082,0,0
117,1,DAMAGE,24,3,9,15654,0,167
117,1,SUPPORT,4,15,5,3323,17326,177
117,1,SUPPORT,14,14,7,6212,12438,833
117,2,TANK,15,0,8,10639,0,24058
117,2,DAMAGE,22,3,11,18534,409,0
117,2,DAMAGE,26,0,8,18889,0,2321
117,2,SUPPORT,8,24,6,1924,16684,731
117,2,SUPPORT,4,24,4,679,18049,592
118,1,TANK,0,0,1,2760,0,3429
118,1,DAMAGE,2,0,6,1467,0,0
118,1,DAMAGE,0,0,1,2173,0,0
118,1,SUPPORT,2,1,6,3624,1699,0
118,1,SUPPORT,0,1,4,1211,3787,0
118,2,TANK,13,3,0,4697,0,4681
118,2,DAMAGE,7,0,1,4331,0,0
118,2,DAMAGE,7,1,1,2875,0,0
118,2,SUPPORT,6,14,0,759,4973,0
118,2,SUPPORT,7,13,0,1838,4534,0
119,1,TANK,9,0,8,10634,0,8729
119,1,DAMAGE,14,5,5,5401,0,0
119,1,DAMAGE,19,2,9,9661,0,628
119,1,SUPPORT,6,14,8,3473,7945,547
119,1,SUPPORT,6,15,6,411,11314,0
119,2,TANK,24,9,4,10090,0,13356
119,2,DAMAGE,21,0,9,8712,50,379
119,2,DAMAGE,24,4,4,10733,0,852
119,2,SUPPORT,9,15,5,2998,6795,29
119,2,SUPPORT,16,17,2,5797,9612,0
120,1,TANK,18,4,8,9031,856,4679
120,1,DAMAGE,23,0,9,10723,2533,0
120,1,DAMAGE,20,7,5,7839,0,0
120,1,SUPPORT,9,10,7,4003,10807,1927
120,1,SUPPORT,17,11,7,5013,11486,816
120,2,TANK,21,4,9,11068,338,5431
120,2,DAMAGE,23,0,4,10810,0,0
120,2,DAMAGE,16,7,6,6272,150,359
120,2,SUPPORT,19,25,6,5254,9914,3352
120,2,SUPPORT,21,14,6,9718,7831,0
121,1,TANK,6,1,12,9648,0,11848
121,1,DAMAGE,5,0,6,7244,0,1356
121,1,DAMAGE,8,0,9,8317,212,1331
121,1,SUPPORT,1,8,6,1605,11348,567
121,1,SUPPORT,6,3,9,5212,7462,1342
121,2,TANK,29,9,2,9513,79,10450
121,2,DAMAGE,23,9,4,10891,0,0
121,2,DAMAGE,25,2,3,12206,0,478
121,2,SUPPORT,16,23,2,5265,10697,0
121,2,SUPPORT,17,21,3,4027,9440,1857
122,1,TANK,0,0,4,5177,269,4785
122,1,DAMAGE,1,0,2,2043,0,445
122,1,DAMAGE,1,0,5,3669,488,0
122,1,SUPPORT,0,0,3,95,5662,150
122,1,SUPPORT,0,0,6,287,5149,0
122,2,TANK,11,0,0,5614,0,10038
122,2,DAMAGE,10,4,0,3740,310,547
122,2,DAMAGE,15,5,0,6727,0,0
122,2,SUPPORT,9,7,1,3419,4563,0
122,2,SUPPORT,3,11,1,1409,3350,0
123,1,TANK,7,5,13,7015,3648,4389
123,1,DAMAGE,11,0,9,8920,0,1707
123,1,DAMAGE,14,0,17,13356,2104,0
123,1,SUPPORT,8,6,13,6686,7203,244
123,1,SUPPORT,5,6,8,3252,10405,0
123,2,TANK,35,7,3,10954,664,5268
123,2,DAMAGE,30,2,6,11610,1058,0
123,2,DAMAGE,36,2,5,18011,0,311
123,2,SUPPORT,37,24,4,7948,13021,170
123,2,SUPPORT,11,41,3,3011,10581,0
124,1,TANK,6,3,5,6517,0,3694
124,1,DAMAGE,14,0,3,6482,0,200
124,1,DAMAGE,19,0,6,9388,0,0
124,1,SUPPORT,6,9,7,1996,6032,14
124,1,SUPPORT,7,13,9,4042,5183,1406
124,2,TANK,19,3,5,8101,440,6163
124,2,DAMAGE,18,3,6,8683,549,1912
124,2,DAMAGE,15,4,6,9177,163,1426
124,2,SUPPORT,12,14,4,2995,4844,346
124,2,SUPPORT,15,17,2,3881,9166,0
125,1,TANK,7,3,5,5735,468,3469
125,1,DAMAGE,7,0,5,3544,0,434
125,1,DAMAGE,10,3,4,8147,0,0
125,1,SUPPORT,6,6,5,3074,7760,673
125,1,SUPPORT,3,7,4,902,10853,4
125,2,TANK,15,3,2,6731,0,11078
125,2,DAMAGE,15,2,3,10494,739,0
125,2,DAMAGE,15,0,3,5989,0,873
125,2,SUPPORT,12,16,0,4735,8134,0
125,2,SUPPORT,3,20,3,2200,6313,0
126,1,TANK,6,1,8,4507,665,10484
126,1,DAMAGE,7,0,4,4528,0,83
126,1,DAMAGE,6,0,7,4209,0,40
126,1,SUPPORT,5,8,4,1758,6765,0
126,1,SUPPORT,4,7,6,2944,6271,0
126,2,TANK,14,2,2,8923,0,4241
126,2,DAMAGE,14,1,1,7844,0,127
126,2,DAMAGE,17,0,4,4720,0,563
126,2,SUPPORT,14,18,1,4439,5704,0
126,2,SUPPORT,8,13,3,1407,5971,0
127,1,TANK,14,6,10,8927,0,8715
127,1,DAMAGE,17,0,19,9104,0,757
127,1,DAMAGE,18,0,5,11141,0,122
127,1,SUPPORT,4,15,13,1949,6872,0
127,1,SUPPORT,8,10,13,3768,8238,200
127,2,TANK,33,16,4,8813,0,6471
127,2,DAMAGE,30,8,6,9562,0,174
127,2,DAMAGE,36,12,8,10867,429,0
127,2,SUPPORT,22,11,5,5843,9202,72
127,2,SUPPORT,19,23,5,4813,8285,334
128,1,TANK,11,0,10,7710,0,7136
128,1,DAMAGE,8,0,3,6602,0,545
128,1,DAMAGE,7,0,12,9655,415,0
128,1,SUPPORT,7,6,11,4449,5563,1001
128,1,SUPPORT,3,5,10,2786,3728,1198
128,2,TANK,33,9,3,7373,491,7029
128,2,DAMAGE,30,8,3,6392,1173,2623
128,2,DAMAGE,27,2,5,7639,1382,0
128,2,SUPPORT,11,32,4,1508,7655,0
128,2,SUPPORT,25,25,3,6572,10446,0
129,1,TANK,12,5,8,7937,0,4146
129,1,DAMAGE,7,1,8,7515,675,544
129,1,DAMAGE,9,0,3,6526,0,905
129,1,SUPPORT,4,3,7,3100,6025,1023
129,1,SUPPORT,7,8,7,3541,9152,0
129,2,TANK,27,3,2,10480,0,10840
129,2,DAMAGE,18,0,2,6333,0,0
129,2,DAMAGE,18,4,3,9383,787,943
129,2,SUPPORT,14,18,5,3842,8765,0
129,2,SUPPORT,9,22,3,2578,8568,847
130,1,TANK,8,1,5,6387,415,3187
130,1,DAMAGE,5,0,4,3462,0,255
130,1,DAMAGE,3,0,6,3444,0,77
130,1,SUPPORT,6,6,7,1624,3610,0
130,1,SUPPORT,1,4,7,1980,2511,0
130,2,TANK,14,5,3,3099,174,2122
130,2,DAMAGE,16,0,2,4046,0,361
130,2,DAMAGE,16,0,2,4660,0,0
130,2,SUPPORT,12,8,1,3840,5537,0
130,2,SUPPORT,13,9,2,3859,3908,761
131,1,TANK,29,11,8,18591,10955,2109
131,1,DAMAGE,22,2,8,9821,0,224
131,1,DAMAGE,26,0,3,12053,0,2322
131,1,SUPPORT,10,28,10,5691,15536,6204
131,1,SUPPORT,7,21,7,1474,16216,614
131,2,TANK,20,9,11,19468,3523,5328
131,2,DAMAGE,19,5,13,18977,45,0
131,2,DAMAGE,16,2,6,11133,0,0
131,2,SUPPORT,13,19,5,3311,12448,580
131,2,SUPPORT,22,12,7,11968,7795,0
132,1,TANK,13,5,12,13079,3101,6114
132,1,DAMAGE,21,3,11,17610,0,0
132,1,DAMAGE,24,0,14,16768,0,5547
132,1,SUPPORT,7,12,10,4085,11512,514
132,1,SUPPORT,4,21,8,3941,15846,0
132,2,TANK,38,15,3,16899,0,13438
132,2,DAMAGE,29,5,9,16106,1718,0
132,2,DAMAGE,28,5,9,16404,503,155
132,2,SUPPORT,24,26,8,10420,11776,0
132,2,SUPPORT,9,29,7,2348,18909,1577
133,1,TANK,3,0,6,3430,1497,1784
133,1,DAMAGE,3,0,3,3681,0,0
133,1,DAMAGE,2,0,5,3206,269,971
133,1,SUPPORT,1,2,4,438,6146,239
133,1,SUPPORT,1,1,4,1181,1763,361
133,2,TANK,11,3,2,5344,123,1388
133,2,DAMAGE,11,2,2,5159,0,0
133,2,DAMAGE,10,0,2,5004,0,725
133,2,SUPPORT,9,8,0,2239,3285,1
133,2,SUPPORT,8,10,1,2153,3552,0
134,1,TANK,15,3,4,11526,0,5067
134,1,DAMAGE,18,2,3,9036,0,0
134,1,DAMAGE,18,3,7,7231,0,0
134,1,SUPPORT,11,18,4,4473,5574,0
134,1,SUPPORT,6,14,3,1268,8704,399
134,2,TANK,9,7,5,7501,0,4585
134,2,DAMAGE,11,4,10,4608,495,1347
134,2,DAMAGE,11,0,9,6343,243,121
134,2,SUPPORT,9,11,7,3288,6201,288
134,2,SUPPORT,9,12,7,3236,10017,0
135,1,TANK,19,3,9,15601,681,10489
135,1,DAMAGE,11,5,10,12376,0,0
135,1,DAMAGE,9,4,12,8806,875,283
135,1,SUPPORT,13,12,9,4948,13216,0
135,1,SUPPORT,2,16,10,303,14768,0
135,2,TANK,28,9,7,11891,1348,5691
135,2,DAMAGE,28,4,7,13345,0,282
135,2,DAMAGE,34,0,2,14855,0,1649
135,2,SUPPORT,35,22,3,11838,12277,0
135,2,SUPPORT,0,40,4,0,14910,0
136,1,TANK,19,2,13,12261,0,10030
136,1,DAMAGE,24,2,2,10369,0,0
136,1,DAMAGE,20,1,5,11789,1339,0
136,1,SUPPORT,4,13,3,3072,10952,268
136,1,SUPPORT,0,22,3,0,12627,0
136,2,TANK,18,3,4,11759,0,9776
136,2,DAMAGE,17,3,8,13276,785,0
136,2,DAMAGE,17,7,7,10900,75,0
136,2,SUPPORT,7,16,6,1110,12064,471
136,2,SUPPORT,14,13,8,3974,8446,418
137,1,TANK,19,3,8,11373,4094,5894
137,1,DAMAGE,18,5,3,8393,0,0
137,1,DAMAGE,19,7,11,8773,224,2578
137,1,SUPPORT,18,7,9,7309,7429,336
137,1,SUPPORT,13,17,8,5234,10922,279
137,2,TANK,23,8,5,9055,0,15935
137,2,DAMAGE,26,1,5,13942,0,422
137,2,DAMAGE,24,0,8,12278,0,1587
137,2,SUPPORT,1,29,6,20,16061,0
137,2,SUPPORT,20,9,8,6468,8033,24
138,1,TANK,10,2,10,10181,1715,7220
138,1,DAMAGE,14,2,5,11139,0,302
138,1,DAMAGE,19,0,7,8025,1458,0
138,1,SUPPORT,12,14,8,5007,11482,0
138,1,SUPPORT,1,15,7,2429,10701,630
138,2,TANK,18,7,6,9880,2843,3672
138,2,DAMAGE,19,5,4,9365,0,0
138,2,DAMAGE,25,1,6,12233,0,64
138,2,SUPPORT,5,16,4,3578,9368,609
138,2,SUPPORT,25,9,6,10747,7410,0
139,1,TANK,12,2,6,9080,0,8517
139,1,DAMAGE,10,5,5,9207,0,0
139,1,DAMAGE,13,1,3,9161,0,303
139,1,SUPPORT,1,14,3,42,10226,0
139,1,SUPPORT,8,10,4,5132,6061,334
139,2,TANK,17,7,2,8775,0,10886
139,2,DAMAGE,13,0,9,7717,0,1698
139,2,DAMAGE,12,1,6,9821,1249,0
139,2,SUPPORT,3,16,3,1270,12087,964
139,2,SUPPORT,5,17,2,2261,7907,237
140,1,TANK,9,2,7,6827,1500,9833
140,1,DAMAGE,11,2,10,9106,499,0
140,1,DAMAGE,9,0,2,7878,0,282
140,1,SUPPORT,2,11,4,1994,4906,0
140,1,SUPPORT,7,10,4,3046,6635,659
140,2,TANK,12,1,4,6334,0,9532
140,2,DAMAGE,16,5,5,6448,54,1242
140,2,DAMAGE,16,3,4,7798,0,144
140,2,SUPPORT,18,16,3,2604,10024,0
140,2,SUPPORT,16,12,4,4579,7580,728
141,1,TANK,23,4,9,19815,0,15603
141,1,DAMAGE,27,0,9,20055,0,614
141,1,DAMAGE,32,2,22,14040,0,0
141,1,SUPPORT,13,19,10,7640,16911,370
141,1,SUPPORT,0,36,10,60,22431,0
141,2,TANK,26,10,10,16388,173,10049
141,2,DAMAGE,33,4,13,19565,435,1071
141,2,DAMAGE,33,3,8,16553,679,10
141,2,SUPPORT,23,20,12,8072,14884,0
141,2,SUPPORT,15,26,7,4609,15414,1379
142,1,TANK,4,2,5,4355,0,3440
142,1,DAMAGE,3,0,1,3048,0,53
142,1,DAMAGE,3,0,2,2094,0,0
142,1,SUPPORT,0,2,5,725,3398,0
142,1,SUPPORT,2,2,4,426,4195,506
142,2,TANK,7,3,1,3036,0,6105
142,2,DAMAGE,13,0,1,5375,0,0
142,2,DAMAGE,7,0,0,5814,0,528
142,2,SUPPORT,6,7,1,2716,3420,0
142,2,SUPPORT,4,5,2,1529,3878,21
143,1,TANK,15,7,13,13643,949,12374
143,1,DAMAGE,23,0,8,13580,0,0
143,1,DAMAGE,20,2,14,17458,994,2895
143,1,SUPPORT,9,13,10,6972,12945,1082
143,1,SUPPORT,16,13,12,9695,11636,1328
143,2,TANK,29,13,7,14946,0,11680
143,2,DAMAGE,35,3,9,16363,0,1138
143,2,DAMAGE,34,1,11,16405,501,895
143,2,SUPPORT,34,30,3,6884,23327,0
143,2,SUPPORT,17,25,5,4113,12779,1028
144,1,TANK,18,2,18,8030,377,5747
144,1,DAMAGE,22,0,7,7938,0,0
144,1,DAMAGE,29,2,11,17908,690,0
144,1,SUPPORT,0,24,9,205,10836,0
144,1,SUPPORT,22,17,11,7018,9719,0
144,2,TANK,32,6,7,13527,66,6421
144,2,DAMAGE,38,8,8,14184,0,57
144,2,DAMAGE,32,3,7,12317,0,0
144,2,SUPPORT,8,31,7,1464,13362,107
144,2,SUPPORT,17,27,8,5381,9416,0
145,1,TANK,12,2,9,5326,196,2619
145,1,DAMAGE,10,0,4,5682,0,0
145,1,DAMAGE,12,1,8,6961,0,317
145,1,SUPPORT,10,7,9,4334,3408,225
145,1,SUPPORT,3,4,5,1994,4545,284
145,2,TANK,24,6,4,10101,0,7397
145,2,DAMAGE,18,11,5,5099,75,0
145,2,DAMAGE,21,1,3,7243,0,234
145,2,SUPPORT,6,13,5,1896,5611,603
145,2,SUPPORT,0,15,5,260,6352,0
146,1,TANK,16,9,9,9024,679,5157
146,1,DAMAGE,18,3,7,8023,0,0
146,1,DAMAGE,22,0,6,9484,1914,80
146,1,SUPPORT,19,19,6,8817,9020,0
146,1,SUPPORT,7,18,4,3453,11020,1336
146,2,TANK,14,2,5,10015,121,12623
146,2,DAMAGE,17,0,8,10365,904,0
146,2,DAMAGE,17,0,8,11573,1418,449
146,2,SUPPORT,10,14,6,7089,8900,418
146,2,SUPPORT,18,21,4,2772,12728,0
147,1,TANK,14,2,7,11620,0,6170
147,1,DAMAGE,11,2,6,4922,0,0
147,1,DAMAGE,14,4,10,5703,0,0
147,1,SUPPORT,4,9,10,3571,3635,0
147,1,SUPPORT,7,10,8,1956,7184,0
147,2,TANK,16,5,5,7086,132,3214
147,2,DAMAGE,22,2,4,6886,75,0
147,2,DAMAGE,21,3,5,6621,72,0
147,2,SUPPORT,25,16,4,4227,9855,0
147,2,SUPPORT,13,13,4,3457,5683,406
148,1,TANK,6,1,5,5270,0,8953
148,1,DAMAGE,12,0,3,5958,0,0
148,1,DAMAGE,11,2,3,5137,76,1502
148,1,SUPPORT,9,4,7,2787,4622,0
148,1,SUPPORT,6,5,3,2475,4327,183
148,2,TANK,12,3,4,7591,224,3595
148,2,DAMAGE,11,0,4,6734,868,0
148,2,DAMAGE,10,0,4,4108,0,402
148,2,SUPPORT,7,10,2,2439,4178,381
148,2,SUPPORT,1,10,5,213,6374,0
149,1,TANK,20,3,9,10052,0,16257
149,1,DAMAGE,23,0,6,8799,0,0
149,1,DAMAGE,19,5,9,8372,65,0
149,1,SUPPORT,0,17,9,0,11405,0
149,1,SUPPORT,13,10,9,6436,9130,0
149,2,TANK,21,13,5,11143,0,9218
149,2,DAMAGE,27,0,6,9188,0,552
149,2,DAMAGE,26,1,5,11190,0,0
149,2,SUPPORT,13,11,8,4069,8668,1256
149,2,SUPPORT,21,18,8,4176,8831,0
150,1,TANK,12,3,9,5160,330,5364
150,1,DAMAGE,12,0,5,4840,0,0
150,1,DAMAGE,5,2,8,4212,0,0
150,1,SUPPORT,12,0,4,6732,1497,0
150,1,SUPPORT,3,8,5,1947,5890,511
150,2,TANK,19,8,4,4974,0,5369
150,2,DAMAGE,24,0,3,7850,0,0
150,2,DAMAGE,21,3,4,5706,0,308
150,2,SUPPORT,15,19,2,3235,7544,1730
150,2,SUPPORT,5,10,5,1317,5378,166
151,1,TANK,1,0,1,660,0,512
151,1,DAMAGE,0,0,3,1185,0,0
151,1,DAMAGE,0,0,0,52,0,0
151,1,SUPPORT,0,0,1,339,1057,0
151,1,SUPPORT,0,0,5,2734,278,0
151,2,TANK,3,1,1,442,0,474
151,2,DAMAGE,8,0,0,3843,0,115
151,2,DAMAGE,5,0,1,1015,0,0
151,2,SUPPORT,0,5,0,0,1766,0
151,2,SUPPORT,2,2,0,444,2004,0
152,1,TANK,32,3,11,16038,0,10480
152,1,DAMAGE,31,0,5,14899,0,0
152,1,DAMAGE,20,9,15,13586,360,0
152,1,SUPPORT,22,28,4,9051,14519,0
152,1,SUPPORT,15,16,9,5438,12033,954
152,2,TANK,26,8,8,10583,73,10282
152,2,DAMAGE,34,3,9,14920,0,0
152,2,DAMAGE,26,3,12,12347,1983,202
152,2,SUPPORT,15,27,8,3986,11690,1860
152,2,SUPPORT,24,16,8,8999,16130,0
153,1,TANK,24,2,10,10065,30,19366
153,1,DAMAGE,21,0,7,11477,0,0
153,1,DAMAGE,24,10,8,13613,459,0
153,1,SUPPORT,13,22,14,5614,8978,716
153,1,SUPPORT,18,8,13,9004,9312,0
153,2,TANK,32,7,7,15332,0,7742
153,2,DAMAGE,21,2,11,11210,141,144
153,2,DAMAGE,30,0,9,11834,499,1402
153,2,SUPPORT,10,19,6,3850,15219,195
153,2,SUPPORT,11,22,11,3333,10845,821
154,1,TANK,17,2,10,14882,0,22210
154,1,DAMAGE,28,0,8,11672,0,0
154,1,DAMAGE,25,6,14,10908,0,342
154,1,SUPPORT,17,15,10,4108,10832,633
154,2,TANK,25,4,8,15664,0,15103
154,2,DAMAGE,27,1,13,10733,0,0
154,2,DAMAGE,32,1,10,15226,241,2464
154,2,SUPPORT,17,16,8,7399,13218,0
154,2,SUPPORT,11,18,8,2817,14082,2197
155,1,TANK,16,2,13,13474,0,20666
155,1,DAMAGE,22,1,11,8683,0,0
155,1,DAMAGE,19,3,13,8443,1435,0
155,1,SUPPORT,15,15,10,4602,9688,629
155,1,SUPPORT,20,16,6,10843,11392,776
155,2,TANK,27,10,9,13775,991,9294
155,2,DAMAGE,23,4,11,13172,896,0
155,2,DAMAGE,39,5,8,17721,0,0
155,2,SUPPORT,2,39,7,380,18024,0
155,2,SUPPORT,1,1,1,419,556,0
156,1,TANK,15,9,6,7357,0,7047
156,1,DAMAGE,12,0,4,7192,0,0
156,1,DAMAGE,12,5,6,6179,182,0
156,1,SUPPORT,13,5,8,4759,6642,0
156,1,SUPPORT,15,9,9,6272,6260,0
156,2,TANK,21,5,5,8795,452,5405
156,2,DAMAGE,21,3,5,9010,0,107
156,2,DAMAGE,15,4,8,9280,0,0
156,2,SUPPORT,11,17,5,2201,10182,283
156,2,SUPPORT,1,17,6,1932,7227,0
157,1,TANK,17,2,5,11429,0,6925
157,1,DAMAGE,18,0,6,7319,0,0
157,1,DAMAGE,14,6,8,5883,0,0
157,1,SUPPORT,8,13,7,2365,7812,0
157,1,SUPPORT,10,7,8,3096,6733,370
157,2,TANK,17,5,7,9708,295,3403
157,2,DAMAGE,18,3,4,8939,426,0
157,2,DAMAGE,16,0,7,7762,0,671
157,2,SUPPORT,10,15,7,3495,5441,2322
157,2,SUPPORT,10,12,6,2223,8307,0
158,1,TANK,21,7,14,27480,0,17393
158,1,DAMAGE,23,0,14,16494,0,0
158,1,DAMAGE,17,2,21,19178,441,557
158,1,SUPPORT,7,14,13,6313,17042,496
158,1,SUPPORT,11,17,20,8443,11484,402
158,2,TANK,49,9,6,22726,3048,11601
158,2,DAMAGE,52,10,10,18075,1439,305
158,2,DAMAGE,55,16,8,16100,234,267
158,2,SUPPORT,17,31,10,6637,22492,1269
158,2,SUPPORT,20,44,5,4272,26419,2105
159,1,TANK,21,14,13,16238,3107,9452
159,1,DAMAGE,23,0,9,12894,0,0
159,1,DAMAGE,21,7,10,15518,668,1928
159,1,SUPPORT,12,20,8,4053,16563,1534
159,1,SUPPORT,19,2,19,15946,4659,0
159,2,TANK,39,15,5,19234,2476,16004
159,2,DAMAGE,39,0,10,14776,221,1179
159,2,DAMAGE,28,7,9,13721,0,436
159,2,SUPPORT,12,40,9,3697,20151,61
159,2,SUPPORT,18,27,7,4787,20844,2374
160,1,TANK,7,1,9,10585,0,12280
160,1,DAMAGE,13,0,3,8914,0,0
160,1,DAMAGE,16,2,8,8498,0,38
160,1,SUPPORT,7,11,10,3766,7909,2175
160,1,SUPPORT,3,8,8,2673,11589,0
160,2,TANK,23,12,4,14988,2765,7142
160,2,DAMAGE,23,3,5,5873,779,310
160,2,DAMAGE,24,0,5,8605,0,0
160,2,SUPPORT,24,10,4,6786,8198,1338
160,2,SUPPORT,10,15,3,3082,7630,621
161,1,TANK,17,1,8,10522,0,7349
161,1,DAMAGE,19,0,5,5939,0,0
161,1,DAMAGE,18,1,8,7948,1794,0
161,1,SUPPORT,10,19,8,4279,5250,0
161,1,SUPPORT,12,17,5,2234,6969,1794
161,2,TANK,27,5,6,7522,13,5932
161,2,DAMAGE,17,3,5,9082,0,108
161,2,DAMAGE,21,9,7,7833,75,0
161,2,SUPPORT,17,12,8,5038,7668,185
161,2,SUPPORT,12,16,7,3754,6344,11
162,1,TANK,5,0,5,5960,116,14236
162,1,DAMAGE,6,0,3,3192,0,0
162,1,DAMAGE,7,0,6,8305,0,2553
162,1,SUPPORT,7,5,6,4147,8003,115
162,1,SUPPORT,0,8,6,0,7247,0
162,2,TANK,19,3,2,8808,0,9897
162,2,DAMAGE,15,0,1,5897,103,922
162,2,DAMAGE,20,0,2,9235,0,498
162,2,SUPPORT,8,13,2,2297,6363,184
162,2,SUPPORT,8,16,1,2055,8099,165
163,1,TANK,15,5,7,12149,1654,6378
163,1,DAMAGE,15,0,2,9657,0,0
163,1,DAMAGE,16,0,9,13511,139,1109
163,1,SUPPORT,12,11,6,6011,11764,2761
163,1,SUPPORT,5,14,8,2415,9690,0
163,2,TANK,21,9,4,11830,0,13885
163,2,DAMAGE,21,0,7,10280,2334,0
163,2,DAMAGE,25,1,4,12936,11,1189
163,2,SUPPORT,20,19,4,7235,15813,0
163,2,SUPPORT,5,23,6,900,9364,590
164,1,TANK,22,3,12,11355,0,15521
164,1,DAMAGE,25,0,5,9143,0,0
164,1,DAMAGE,21,3,14,12327,320,0
164,1,SUPPORT,1,18,13,37,7267,0
164,1,SUPPORT,9,13,9,3669,9501,1786
164,2,TANK,36,9,5,11799,225,5901
164,2,DAMAGE,34,2,6,12777,0,741
164,2,DAMAGE,24,4,9,8775,1370,0
164,2,SUPPORT,17,20,6,4886,9986,181
164,2,SUPPORT,10,25,10,1846,9095,606
165,1,TANK,13,5,12,8919,284,8728
165,1,DAMAGE,15,4,11,11003,0,0
165,1,DAMAGE,19,0,8,8063,0,0
165,1,SUPPORT,9,7,15,8570,6808,660
165,1,SUPPORT,1,13,8,20,10630,0
165,2,TANK,39,13,4,16938,3507,3031
165,2,DAMAGE,26,2,4,10101,0,0
165,2,DAMAGE,27,1,7,11426,0,1086
165,2,SUPPORT,9,13,5,4491,6641,212
165,2,SUPPORT,0,32,7,0,11745,0
166,1,TANK,10,4,6,7018,457,8245
166,1,DAMAGE,11,0,4,5205,0,0
166,1,DAMAGE,11,3,7,7140,375,0
166,1,SUPPORT,8,7,2,3502,5917,0
166,1,SUPPORT,8,11,3,2380,7479,359
166,2,TANK,9,2,6,6888,0,15084
166,2,DAMAGE,8,3,0,5648,0,0
166,2,DAMAGE,15,0,2,10041,1349,0
166,2,SUPPORT,1,14,3,601,9386,1051
166,2,SUPPORT,8,2,5,4325,3735,52
167,1,TANK,0,0,5,4851,0,3687
167,1,DAMAGE,1,0,7,4600,232,0
167,1,DAMAGE,1,0,1,2015,0,0
167,1,SUPPORT,0,1,5,1898,6400,21
167,1,SUPPORT,0,0,5,0,6634,0
167,2,TANK,16,5,0,6772,2130,409
167,2,DAMAGE,14,1,0,7400,0,0
167,2,DAMAGE,21,1,1,6532,0,1010
167,2,SUPPORT,5,11,0,463,3907,126
167,2,SUPPORT,3,14,0,1049,4923,0
168,1,TANK,15,2,12,8087,0,9201
168,1,DAMAGE,23,0,5,8397,0,0
168,1,DAMAGE,20,1,9,9507,0,138
168,1,SUPPORT,16,6,10,4502,6603,0
168,1,SUPPORT,3,11,10,2731,5278,762
168,2,TANK,27,5,4,8477,0,11584
168,2,DAMAGE,17,2,12,6465,0,412
168,2,DAMAGE,25,8,9,11887,0,0
168,2,SUPPORT,14,13,9,3642,5747,0
168,2,SUPPORT,19,19,9,3038,8156,0
169,1,TANK,9,2,11,5576,102,4403
169,1,DAMAGE,10,0,9,10037,0,0
169,1,DAMAGE,7,2,9,9122,0,2047
169,1,SUPPORT,5,6,8,1675,10284,448
169,1,SUPPORT,6,12,6,2296,11661,0
169,2,TANK,26,4,5,11141,0,10923
169,2,DAMAGE,24,14,3,11687,0,0
169,2,DAMAGE,30,6,6,11342,0,0
169,2,SUPPORT,12,26,1,2720,13275,1057
169,2,SUPPORT,13,27,1,4484,5814,0
170,1,TANK,30,6,11,12707,0,18723
170,1,DAMAGE,39,4,9,14754,0,68
170,1,DAMAGE,29,3,8,11427,35,745
170,1,SUPPORT,15,27,3,3852,18017,689
170,1,SUPPORT,19,33,6,7961,14454,0
170,2,TANK,25,8,12,18524,0,10983
170,2,DAMAGE,16,0,11,11715,0,0
170,2,DAMAGE,12,3,15,11143,70,127
170,2,SUPPORT,5,14,9,2099,15546,1048
170,2,SUPPORT,18,7,14,9674,7354,49
171,1,TANK,23,5,6,7206,98,4110
171,1,DAMAGE,22,0,7,8259,0,798
171,1,DAMAGE,17,3,9,7109,393,903
171,1,SUPPORT,7,23,4,2410,8260,0
171,1,SUPPORT,26,20,6,7408,7035,0
171,2,TANK,19,7,6,11523,419,6435
171,2,DAMAGE,18,3,8,6748,0,84
171,2,DAMAGE,19,0,7,7096,0,0
171,2,SUPPORT,10,16,6,2380,7566,454
171,2,SUPPORT,11,14,8,4057,7883,1961
172,1,TANK,5,3,5,7230,0,5495
172,1,DAMAGE,8,1,9,4063,0,730
172,1,DAMAGE,6,0,7,4188,0,0
172,1,SUPPORT,5,3,4,1726,5389,47
172,1,SUPPORT,2,2,7,1515,5492,304
172,2,TANK,16,3,2,7217,71,2672
172,2,DAMAGE,15,1,2,6616,0,433
172,2,DAMAGE,15,1,3,5552,0,1146
172,2,SUPPORT,8,14,1,2696,4697,0
172,2,SUPPORT,17,16,1,3673,5116,244
173,1,TANK,7,0,9,11260,843,11245
173,1,DAMAGE,8,0,4,5451,0,0
173,1,DAMAGE,8,0,10,6666,593,801
173,1,SUPPORT,1,4,12,1248,8844,678
173,1,SUPPORT,3,3,10,3973,6950,0
173,2,TANK,20,2,2,11746,0,16096
173,2,DAMAGE,19,4,1,7752,184,84
173,2,DAMAGE,27,2,5,13773,0,0
173,2,SUPPORT,7,16,2,3192,8651,161
173,2,SUPPORT,7,11,4,2108,11751,1103
174,1,TANK,11,3,5,5989,262,3050
174,1,DAMAGE,8,0,9,8119,473,672
174,1,DAMAGE,11,1,8,5433,340,0
174,1,SUPPORT,6,8,5,3638,6053,568
174,1,SUPPORT,2,10,6,2344,8615,0
174,2,TANK,21,6,3,9206,170,5554
